tau,tp,fp,tn,fn,n_alerts,accuracy,recall_attack,precision_attack,specificity,fpr,balanced_accuracy,f1_attack,f1_macro,kappa,auc_roc,ap_attack,ap_benign,attack_prevalence,benign_prevalence,ap_attack_minus_prevalence,ap_benign_minus_prevalence,calibration_exceedance_rate,test_benign_fpr_minus_calibration_exceedance,percentile,tau_p85,seed
0.8896094560623169,1550594,9033,28574,25981,1559627,0.9783085178746882,0.9835206063777492,0.994208230557691,0.7598053553859654,0.2401946446140346,0.8716629808818572,0.9888355405678588,0.8044587850188527,0.609305825815857,0.8639024745719169,0.9915570602256947,0.7490885280005724,0.9767021314820757,0.02329786851792426,0.014854928743618934,0.7257906594826481,0.14999870288219577,0.09019594173183884,85,0.8896094560623169,42
