tau,tp,fp,tn,fn,n_alerts,accuracy,recall_attack,precision_attack,specificity,fpr,balanced_accuracy,f1_attack,f1_macro,kappa,auc_roc,ap_attack,ap_benign,attack_prevalence,benign_prevalence,ap_attack_minus_prevalence,ap_benign_minus_prevalence,calibration_exceedance_rate,test_benign_fpr_minus_calibration_exceedance,percentile,tau_p85,seed
1.0443373918533325,1565188,9151,28456,11387,1574339,0.987276527677796,0.9927773813488099,0.9941874018238765,0.7566676416624565,0.24333235833754355,0.8747225115056332,0.9934818912861474,0.8641521786966567,0.7283099236009445,0.8266891263774063,0.9886321246309049,0.748703561768757,0.9767021314820757,0.02329786851792426,0.011929993148829143,0.7254056932508327,0.14999870288219577,0.09333365545534777,85,1.0443373918533325,43
