percentile,tau,calibration_exceedance_rate,test_benign_fpr_minus_calibration_exceedance,recall_attack,precision_attack,fpr,specificity,balanced_accuracy,f1_attack,f1_macro,kappa,tp,fp,tn,fn,n_alerts
85,1.0443373918533325,0.14999870288219577,0.09333365545534777,0.9927773813488099,0.9941874018238765,0.24333235833754355,0.7566676416624565,0.8747225115056332,0.9934818912861474,0.8641521786966567,0.7283099236009445,1565188,9151,28456,11387,1574339
90,1.8923652172088623,0.10000778270682543,0.07152943110975125,0.40137703566274996,0.9899085180805066,0.1715372138165767,0.8284627861834233,0.6149199109230866,0.5711646261192774,0.31635254664122636,0.017458643019894818,632801,6451,31156,943774,639252
95,3.318521499633789,0.050016862531455104,0.03435572767781445,0.06621124906839193,0.9705001859427297,0.08437259020926956,0.9156274097907304,0.4909193294295612,0.12396512156092,0.08428106702532395,-0.0009051141339523096,104387,3173,34434,1472188,107560
99,8.168074607849121,0.010013749448724933,0.013492512683324952,0.02219367933653648,0.9753581981379272,0.023506262132049885,0.9764937378679501,0.4993437086022433,0.04339982225794429,0.04442573519768863,-6.251701509058129e-05,34990,884,36723,1541585,35874
