tau,tp,fp,tn,fn,n_alerts,accuracy,recall_attack,precision_attack,specificity,fpr,balanced_accuracy,f1_attack,f1_macro,kappa,auc_roc,ap_attack,ap_benign,attack_prevalence,benign_prevalence,ap_attack_minus_prevalence,ap_benign_minus_prevalence,calibration_exceedance_rate,test_benign_fpr_minus_calibration_exceedance,percentile,tau_p85,seed
0.8794333338737488,1573956,9239,28368,2619,1583195,0.9926538643102203,0.9983388040530897,0.9941643322521863,0.7543276517669583,0.2456723482330417,0.876333227910024,0.996247195207246,0.9116874661635553,0.8234106381392354,0.9218480371876586,0.9935782869304133,0.8425182873958698,0.9767021314820757,0.02329786851792426,0.016876155448337538,0.8192204188779455,0.14999870288219577,0.09567364535084594,85,0.8794333338737488,40
