percentile,tau,calibration_exceedance_rate,test_benign_fpr_minus_calibration_exceedance,recall_attack,precision_attack,fpr,specificity,balanced_accuracy,f1_attack,f1_macro,kappa,tp,fp,tn,fn,n_alerts
85,0.8794333338737488,0.14999870288219577,0.09567364535084594,0.9983388040530897,0.9941643322521863,0.2456723482330417,0.7543276517669583,0.876333227910024,0.996247195207246,0.9116874661635553,0.8234106381392354,1573956,9239,28368,2619,1583195
90,1.3933358192443848,0.10000778270682543,0.07474691721606126,0.9944709258994974,0.9958257909211587,0.1747546999228867,0.8252453000771133,0.9098581129883053,0.9951478972581764,0.8987554530435713,0.7975147280643551,1567858,6572,31035,8717,1574430
95,2.429274559020996,0.050016862531455104,0.04493886379609029,0.9587111301397016,0.9976429836355344,0.0949557263275454,0.9050442736724545,0.931877701906078,0.9777896808993067,0.7378088219324892,0.48027125075146093,1511480,3571,34036,65095,1515051
99,6.249841690063477,0.010013749448724933,0.008094581447118927,0.017080062794348507,0.975334130174943,0.01810833089584386,0.9818916691041562,0.4994858659492523,0.033572208674316664,0.0395212691587914,-4.872644813880825e-05,26928,681,36926,1549647,27609
