tau,tp,fp,tn,fn,n_alerts,accuracy,recall_attack,precision_attack,specificity,fpr,balanced_accuracy,f1_attack,f1_macro,kappa,auc_roc,ap_attack,ap_benign,attack_prevalence,benign_prevalence,ap_attack_minus_prevalence,ap_benign_minus_prevalence,calibration_exceedance_rate,test_benign_fpr_minus_calibration_exceedance,percentile,tau_p85,seed
0.8685399293899536,1572295,9220,28387,4280,1581515,0.9916366308136257,0.9972852544281116,0.9941701469793205,0.7548328768580318,0.24516712314196826,0.8760590656430717,0.9957252643211562,0.9018100380290359,0.8036416676197976,0.8984686117401532,0.991998737370422,0.8154014576521378,0.9767021314820757,0.02329786851792426,0.015296605888346249,0.7921035891342135,0.14999870288219577,0.09516842025977248,85,0.8685399293899536,41
