tau,tp,fp,tn,fn,n_alerts,accuracy,recall_attack,precision_attack,specificity,fpr,balanced_accuracy,f1_attack,f1_macro,kappa,auc_roc,ap_attack,ap_benign,attack_prevalence,benign_prevalence,ap_attack_minus_prevalence,ap_benign_minus_prevalence,calibration_exceedance_rate,test_benign_fpr_minus_calibration_exceedance,percentile,tau_p85,seed
0.9727675914764404,1571378,9263,28344,5197,1580641,0.9910419023381503,0.996703613846471,0.9941397192657916,0.7536894727045497,0.2463105272954503,0.8751965432755103,0.9954200156086882,0.8960908477436256,0.792196989434656,0.8791346546980945,0.9898978439734544,0.7945114687143116,0.9767021314820757,0.02329786851792426,0.01319571249137863,0.7712136001963873,0.14999870288219577,0.09631182441325453,85,0.9727675914764404,44
