percentile,tau,calibration_exceedance_rate,test_benign_fpr_minus_calibration_exceedance,recall_attack,precision_attack,fpr,specificity,balanced_accuracy,f1_attack,f1_macro,kappa,tp,fp,tn,fn,n_alerts
85,0.9727675914764404,0.14999870288219577,0.09631182441325453,0.996703613846471,0.9941397192657916,0.2463105272954503,0.7536894727045497,0.8751965432755103,0.9954200156086882,0.8960908477436256,0.792196989434656,1571378,9263,28344,5197,1580641
90,1.7508360147476196,0.10000778270682543,0.08232529358216333,0.9807310150167293,0.9955848255017697,0.18233307628898876,0.8176669237110112,0.8991989693638702,0.9881021003135197,0.805487608251072,0.6116705298934625,1546196,6857,30750,30379,1553053
95,3.1279828548431396,0.050016862531455104,0.044779319030488145,0.07395715395715395,0.9703322126427216,0.09479618156194325,0.9052038184380568,0.48958048619760536,0.13743893433226914,0.09094553425174626,-0.0010470993485334323,116599,3565,34042,1459976,120164
99,7.047227382659912,0.010013749448724933,0.017507722617645688,0.011956297670583385,0.9479507166205683,0.027521472066370622,0.9724785279336293,0.49221741280210635,0.023614747629129452,0.03421800581252539,-0.0007340983661659451,18850,1035,36572,1557725,19885
